nbd_unexpected_write_count,nbd_mean_response_time_ms,nbd_std_response_time_ms,nbd_distinct_sources_count,nbd_fc3_read_count,nbd_fc6_write_count,nbd_fc16_write_count,nbd_error_count,nbd_traffic_volume,nbd_modbus_anomaly_rate,pcd_max_lnr,pcd_is_target_rtu_max_lnr,pcd_chi2_statistic,pcd_chi2_ratio,pcd_chi2_failed,pcd_target_rtu_v_residual,pcd_target_rtu_p_residual,pcd_target_rtu_is_flagged,pcd_global_bad_data_flag,pcd_voltage_pu_reported,pcd_voltage_dev_nominal,pcd_p_mw_reported,pcd_status_code,pcd_physics_network_disagreement_index,pcd_temporal_dv_dt_3tick,pcd_temporal_dp_dt_3tick,pcd_temporal_dq_dt_3tick,pcd_cross_rtu_voltage_divergence,tick,rtu_id,top_level_label,subtype_label
0.0,152.852,61.367,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5477,0.0495,0.0,0.0,0.0,0.0,0.0,0.971,0.029,0.194,1.0,0.5,0.00125,0.0025,0.0025,0.0021,854,5,Normal,normal
0.0,165.888,56.498,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.4211,0.1284,0.0,0.0,0.0,0.0,0.0,0.9792,0.0208,-1.054,1.0,2.1,0.0005,0.0105,0.0005,0.00433,855,1,Normal,normal
0.0,165.265,56.493,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.4211,0.1284,0.0,0.0,0.0,0.0,0.0,0.9753,0.0247,0.452,1.0,1.0,0.0011,0.005,0.0025,0.00065,855,2,Normal,normal
0.0,164.902,56.492,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.4211,0.1284,0.0,0.0,0.0,0.0,0.0,0.9754,0.0246,0.444,1.0,0.7,0.0003,0.0035,0.0,0.0038,855,3,Cyber Intrusion,replay
0.0,164.615,56.481,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.4211,0.1284,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.5,0.0001,0.0025,0.0015,0.0053,855,4,Normal,normal
0.0,164.322,56.478,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.4211,0.1284,0.0,0.0,0.0,0.0,0.0,0.9701,0.0299,0.201,1.0,0.3,0.0012,0.0015,0.0005,0.0052,855,5,Normal,normal
0.0,166.882,55.643,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.7567,0.249,0.0,0.0,0.0,0.0,0.0,0.9787,0.0213,-1.058,1.0,2.1,0.0012,0.0105,0.008,0.0045,856,1,Normal,normal
0.0,166.103,55.768,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.7567,0.249,0.0,0.0,0.0,0.0,0.0,0.9753,0.0247,0.452,1.0,1.5,0.0011,0.0075,0.0045,0.00195,856,2,Normal,normal
0.0,165.643,55.849,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.7567,0.249,0.0,0.0,0.0,0.0,0.0,0.9734,0.0266,0.449,1.0,1.0,0.0011,0.005,0.0035,0.0053,856,3,Normal,normal
0.0,165.337,55.856,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.7567,0.249,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.1,0.00145,0.0005,0.0025,0.0048,856,4,Cyber Intrusion,replay
0.0,165.06,55.838,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.7567,0.249,0.0,0.0,0.0,0.0,0.0,0.9758,0.0242,0.203,1.0,0.9,0.0024,0.0045,0.003,0.0005,856,5,Normal,normal
0.0,141.48,30.44,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6637,0.1503,0.0,0.0,0.0,0.0,0.0,0.9752,0.0248,-1.071,1.0,1.7,0.002,0.0085,0.0085,0.00427,857,1,Normal,normal
0.0,140.69,30.428,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6637,0.1503,0.0,0.0,0.0,0.0,0.0,0.9679,0.0321,0.46,1.0,0.8,0.0037,0.004,0.0015,0.005,857,2,Normal,normal
0.0,140.227,30.429,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6637,0.1503,0.0,0.0,0.0,0.0,0.0,0.971,0.029,0.452,1.0,0.8,0.0022,0.004,0.004,0.0042,857,3,Normal,normal
0.0,139.92,30.37,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6637,0.1503,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.0,0.0,0.0,0.0,0.0013,857,4,Cyber Intrusion,replay
0.0,139.662,30.351,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.6637,0.1503,0.0,0.0,0.0,0.0,0.0,0.9706,0.0294,0.2,1.0,0.1,0.00025,0.0005,0.0045,0.0027,857,5,Normal,normal
0.0,167.1,54.707,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.613,0.778,0.0,0.0,0.0,0.0,0.0,0.9721,0.0279,-1.081,1.0,2.3,0.0033,0.0115,0.0025,0.0028,858,1,Normal,normal
0.0,166.233,54.823,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.613,0.778,0.0,0.0,0.0,0.0,0.0,0.9793,0.0207,0.453,1.0,0.1,0.002,0.0005,0.0035,0.0084,858,2,Normal,normal
0.0,165.803,54.964,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.613,0.778,0.0,0.0,0.0,0.0,0.0,0.9715,0.0285,0.466,1.0,1.7,0.00095,0.0085,0.0,0.0006,858,3,Normal,normal
0.0,165.418,54.93,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.613,0.778,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.0,0.0,0.0,0.0,0.0018,858,4,Cyber Intrusion,replay
0.0,165.125,54.896,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.613,0.778,0.0,0.0,0.0,0.0,0.0,0.9697,0.0303,0.205,1.0,0.2,0.00305,0.001,0.002,0.0096,858,5,Normal,normal
0.0,158.377,57.886,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9083,0.082,0.0,0.0,0.0,0.0,0.0,0.9771,0.0229,-1.09,1.0,1.9,0.00095,0.0095,0.0055,0.00437,859,1,Normal,normal
0.0,157.513,57.988,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9083,0.082,0.0,0.0,0.0,0.0,0.0,0.973,0.027,0.457,1.0,0.3,0.00255,0.0015,0.0065,0.00155,859,2,Normal,normal
0.0,157.103,58.109,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9083,0.082,0.0,0.0,0.0,0.0,0.0,0.9713,0.0287,0.466,1.0,1.4,0.00015,0.007,0.0035,0.0058,859,3,Normal,normal
0.0,156.735,58.05,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9083,0.082,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.0,0.0,0.0,0.0,0.0032,859,4,Cyber Intrusion,replay
0.0,156.432,57.994,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9083,0.082,0.0,0.0,0.0,0.0,0.0,0.972,0.028,0.201,1.0,0.1,0.0007,0.0005,0.002,0.001,859,5,Normal,normal
0.0,165.645,55.344,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.3961,0.2164,0.0,0.0,0.0,0.0,0.0,0.9795,0.0205,-1.117,1.0,2.3534,0.0037,0.018,0.0135,0.00677,860,1,Normal,normal
0.0,164.768,55.39,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.3961,0.2164,0.0,0.0,0.0,0.0,0.0,0.9731,0.0269,0.472,1.0,1.9,0.0031,0.0095,0.004,0.0004,860,2,Normal,normal
0.0,164.432,55.453,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.3961,0.2164,0.0,0.0,0.0,0.0,0.0,0.9712,0.0288,0.471,1.0,0.5,0.00015,0.0025,0.008,0.0083,860,3,Normal,normal
0.0,164.087,55.383,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.3961,0.2164,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.0,0.0,0.0,0.0,0.0056,860,4,Cyber Intrusion,replay
0.0,163.78,55.324,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.3961,0.2164,0.0,0.0,0.0,0.0,0.0,0.9675,0.0325,0.202,1.0,0.3,0.0011,0.0015,0.001,0.0056,860,5,Normal,normal
0.0,165.525,55.442,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.8123,0.254,0.0,0.0,0.0,0.0,0.0,0.9754,0.0246,-1.126,1.0,2.3534,0.00085,0.018,0.011,0.00513,861,1,Normal,normal
0.0,164.652,55.484,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.8123,0.254,0.0,0.0,0.0,0.0,0.0,0.9652,0.0348,0.478,1.0,2.1,0.0039,0.0105,0.001,0.00665,861,2,Normal,normal
0.0,164.313,55.549,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.8123,0.254,0.0,0.0,0.0,0.0,0.0,0.9717,0.0283,0.477,1.0,1.1,0.0002,0.0055,0.006,0.0037,861,3,Normal,normal
0.0,163.962,55.484,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.8123,0.254,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.0,0.0,0.0,0.0,0.0015,861,4,Cyber Intrusion,replay
0.0,163.63,55.445,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.8123,0.254,0.0,0.0,0.0,0.0,0.0,0.9683,0.0317,0.211,1.0,1.0,0.00185,0.005,0.002,0.0031,861,5,Normal,normal
0.0,140.57,35.898,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2596,0.1138,0.0,0.0,0.0,0.0,0.0,0.9766,0.0234,-1.16,1.0,2.3222,0.00145,0.0215,0.0145,0.00573,862,1,Normal,normal
0.0,139.603,35.681,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2596,0.1138,0.0,0.0,0.0,0.0,0.0,0.9682,0.0318,0.492,1.0,2.0,0.00245,0.01,0.0045,0.0032,862,2,Normal,normal
0.0,139.227,35.664,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2596,0.1138,0.0,0.0,0.0,0.0,0.0,0.9705,0.0295,0.495,1.0,2.3534,0.00035,0.012,0.004,0.0061,862,3,Normal,normal
0.0,138.867,35.427,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2596,0.1138,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.0,0.0,0.0,0.0,0.0027,862,4,Cyber Intrusion,replay
0.0,138.538,35.27,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2596,0.1138,0.0,0.0,0.0,0.0,0.0,0.9662,0.0338,0.213,1.0,1.1,0.00065,0.0055,0.005,0.002,862,5,Normal,normal
0.0,179.083,78.518,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.203,0.1087,0.0,0.0,0.0,0.0,0.0,0.9746,0.0254,-1.182,1.0,2.431,0.0004,0.028,0.019,0.00427,863,1,Normal,normal
0.0,178.122,78.422,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.203,0.1087,0.0,0.0,0.0,0.0,0.0,0.9691,0.0309,0.5,1.0,2.2,0.00195,0.011,0.0115,0.00235,863,2,Normal,normal
0.0,177.25,78.132,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.203,0.1087,0.0,0.0,0.0,0.0,0.0,0.968,0.032,0.5,1.0,2.3,0.00185,0.0115,0.003,0.0066,863,3,Normal,normal
0.0,176.8,78.017,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.203,0.1087,0.0,0.0,0.0,0.0,0.0,0.9739,0.0261,0.153,1.0,0.0,0.0,0.0,0.0,0.0007,863,4,Cyber Intrusion,replay
0.0,176.368,77.926,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.203,0.1087,0.0,0.0,0.0,0.0,0.0,0.9683,0.0317,0.223,1.0,1.2,0.0,0.006,0.006,0.0008,863,5,Normal,normal
0.0,170.61,82.334,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7752,0.1604,0.0,0.0,0.0,0.0,0.0,0.9714,0.0286,-1.205,1.0,2.4493,0.0026,0.0225,0.0095,0.0008,864,1,Normal,normal
0.0,169.343,82.507,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7752,0.1604,0.0,0.0,0.0,0.0,0.0,0.9709,0.0291,0.51,1.0,1.8,0.00135,0.009,0.006,0.0016,864,2,Normal,normal
0.0,168.37,82.256,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7752,0.1604,0.0,0.0,0.0,0.0,0.0,0.9722,0.0278,0.506,1.0,1.1,0.00085,0.0055,0.0075,0.0008,864,3,Normal,normal
0.0,167.69,82.296,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7752,0.1604,0.0,0.0,0.0,0.0,0.0,0.9735,0.0265,0.18,1.0,2.1213,0.0002,0.0135,0.006,0.0021,864,4,Cyber Intrusion,replay
0.0,167.207,82.237,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.7752,0.1604,0.0,0.0,0.0,0.0,0.0,0.9672,0.0328,0.223,1.0,1.0,0.0005,0.005,0.0015,0.0037,864,5,Normal,normal
0.0,175.022,80.669,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4145,0.3084,0.0,0.0,0.0,0.0,0.0,0.9727,0.0273,-1.245,1.0,2.4203,0.00095,0.0315,0.0185,0.00257,865,1,Normal,normal
0.0,173.692,80.906,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4145,0.3084,0.0,0.0,0.0,0.0,0.0,0.9659,0.0341,0.527,1.0,2.4225,0.0016,0.0135,0.005,0.0014,865,2,Normal,normal
0.0,172.717,80.686,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4145,0.3084,0.0,0.0,0.0,0.0,0.0,0.9721,0.0279,0.533,1.0,2.2992,0.00205,0.0165,0.012,0.0006,865,3,Normal,normal
0.0,172.053,80.743,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4145,0.3084,0.0,0.0,0.0,0.0,0.0,0.9724,0.0276,0.193,1.0,2.401,0.00075,0.02,0.007,0.0003,865,4,Cyber Intrusion,replay
0.0,171.605,80.679,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4145,0.3084,0.0,0.0,0.0,0.0,0.0,0.9619,0.0381,0.23,1.0,0.7,0.0032,0.0035,0.003,0.004,865,5,Normal,normal
0.0,174.823,80.82,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2988,0.1173,0.0,0.0,0.0,0.0,0.0,0.9693,0.0307,-1.274,1.0,2.4392,0.00105,0.0345,0.0225,0.0008,866,1,Normal,normal
0.0,173.517,81.038,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2988,0.1173,0.0,0.0,0.0,0.0,0.0,0.9668,0.0332,0.533,1.0,2.3,0.00205,0.0115,0.0085,5e-05,866,2,Normal,normal
0.0,172.147,81.119,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2988,0.1173,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.533,1.0,2.1213,0.0011,0.0135,0.0085,0.0007,866,3,Normal,normal
0.0,171.332,81.29,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2988,0.1173,0.0,0.0,0.0,0.0,0.0,0.9687,0.0313,0.195,1.0,1.5,0.0024,0.0075,0.0,0.0006,866,4,Cyber Intrusion,replay
0.0,170.805,81.284,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.2988,0.1173,0.0,0.0,0.0,0.0,0.0,0.9644,0.0356,0.236,1.0,1.3,0.0014,0.0065,0.006,0.0024,866,5,Normal,normal
0.0,139.973,41.603,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.3617,0.123,0.0,0.0,0.0,0.0,0.0,0.9703,0.0297,-1.314,1.0,2.4392,0.0012,0.0345,0.023,0.00327,867,1,Normal,normal
0.0,138.605,41.871,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.3617,0.123,0.0,0.0,0.0,0.0,0.0,0.9657,0.0343,0.562,1.0,2.2902,0.0001,0.0175,0.014,0.0029,867,2,Normal,normal
0.0,137.22,41.196,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.3617,0.123,0.0,0.0,0.0,0.0,0.0,0.9676,0.0324,0.553,1.0,2.0,0.00225,0.01,0.008,0.0027,867,3,Normal,normal
0.0,136.398,41.064,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.3617,0.123,0.0,0.0,0.0,0.0,0.0,0.9678,0.0322,0.202,1.0,0.9,0.0023,0.0045,0.0035,0.0025,867,4,Cyber Intrusion,replay
0.0,135.83,40.869,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.3617,0.123,0.0,0.0,0.0,0.0,0.0,0.9669,0.0331,0.243,1.0,1.3,0.0025,0.0065,0.0055,0.0012,867,5,Normal,normal
0.0,171.052,69.582,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.8554,0.3483,0.0,0.0,0.0,0.0,0.0,0.9746,0.0254,-1.341,1.0,2.4343,0.00265,0.0335,0.023,0.0082,868,1,Normal,normal
0.0,170.097,69.648,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.8554,0.3483,0.0,0.0,0.0,0.0,0.0,0.9623,0.0377,0.568,1.0,2.2902,0.00225,0.0175,0.0095,0.0049,868,2,Normal,normal
0.0,169.292,69.986,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.8554,0.3483,0.0,0.0,0.0,0.0,0.0,0.9679,0.0321,0.568,1.0,2.4412,0.00105,0.0175,0.007,0.0067,868,3,Normal,normal
0.0,168.853,70.068,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.8554,0.3483,0.0,0.0,0.0,0.0,0.0,0.969,0.031,0.205,1.0,1.0,0.00015,0.005,0.007,0.0056,868,4,Normal,normal
0.0,168.328,69.869,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.8554,0.3483,0.0,0.0,0.0,0.0,0.0,0.9598,0.0402,0.25,1.0,1.4,0.0023,0.007,0.0055,0.0025,868,5,Normal,normal
0.0,164.925,72.446,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0071,0.1813,0.0,0.0,0.0,0.0,0.0,0.9685,0.0315,-1.368,1.0,2.4495,0.0009,0.027,0.0145,0.00313,869,1,Normal,normal
0.0,164.033,72.464,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0071,0.1813,0.0,0.0,0.0,0.0,0.0,0.9659,0.0341,0.583,1.0,2.1,0.0001,0.0105,0.0025,0.00015,869,2,Normal,normal
0.0,163.22,72.756,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0071,0.1813,0.0,0.0,0.0,0.0,0.0,0.9626,0.0374,0.575,1.0,2.2,0.0025,0.011,0.006,0.0059,869,3,Normal,normal
0.0,162.762,72.828,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0071,0.1813,0.0,0.0,0.0,0.0,0.0,0.9676,0.0324,0.207,1.0,0.5,0.0001,0.0025,0.0,0.0009,869,4,Normal,normal
0.0,162.202,72.628,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0071,0.1813,0.0,0.0,0.0,0.0,0.0,0.9636,0.0364,0.254,1.0,1.1,0.00165,0.0055,0.0025,0.0023,869,5,Normal,normal
0.0,176.632,66.951,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5927,0.2342,0.0,0.0,0.0,0.0,0.0,0.9704,0.0296,-1.412,1.0,2.4264,0.0021,0.0355,0.022,0.00863,870,1,Normal,normal
0.0,175.628,67.06,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5927,0.2342,0.0,0.0,0.0,0.0,0.0,0.9584,0.0416,0.601,1.0,2.4461,0.00195,0.0165,0.015,0.00635,870,2,Normal,normal
0.0,175.212,67.081,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5927,0.2342,0.0,0.0,0.0,0.0,0.0,0.9614,0.0386,0.597,1.0,2.3471,0.00325,0.0145,0.0135,0.009,870,3,Normal,normal
0.0,174.862,67.057,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5927,0.2342,0.0,0.0,0.0,0.0,0.0,0.9655,0.0345,0.215,1.0,1.0,0.00175,0.005,0.0005,0.0049,870,4,Normal,normal
0.0,174.38,66.824,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.5927,0.2342,0.0,0.0,0.0,0.0,0.0,0.9591,0.0409,0.262,1.0,1.2,0.00035,0.006,0.0025,0.0007,870,5,Normal,normal
0.0,175.183,68.206,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0421,0.0941,0.0,0.0,0.0,0.0,0.0,0.9653,0.0347,-1.432,1.0,2.394,0.0016,0.032,0.0185,0.0033,871,1,Normal,normal
0.0,174.27,68.24,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0421,0.0941,0.0,0.0,0.0,0.0,0.0,0.9607,0.0393,0.603,1.0,2.0,0.0026,0.01,0.0095,0.0001,871,2,Normal,normal
0.0,173.873,68.243,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0421,0.0941,0.0,0.0,0.0,0.0,0.0,0.9618,0.0382,0.601,1.0,2.2745,0.0004,0.013,0.0105,0.0035,871,3,Normal,normal
0.0,173.52,68.222,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0421,0.0941,0.0,0.0,0.0,0.0,0.0,0.9635,0.0365,0.215,1.0,0.8,0.00205,0.004,0.005,0.0018,871,4,Normal,normal
0.0,173.075,67.96,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0421,0.0941,0.0,0.0,0.0,0.0,0.0,0.9563,0.0437,0.259,1.0,0.5,0.00365,0.0025,0.0045,0.0044,871,5,Normal,normal
0.0,145.558,42.462,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0194,0.0921,0.0,0.0,0.0,0.0,0.0,0.9637,0.0363,-1.472,1.0,2.4054,0.00335,0.03,0.0205,0.00263,872,1,Normal,normal
0.0,144.632,42.481,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0194,0.0921,0.0,0.0,0.0,0.0,0.0,0.9585,0.0415,0.623,1.0,2.2,5e-05,0.011,0.0075,0.00155,872,2,Normal,normal
0.0,144.233,42.44,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0194,0.0921,0.0,0.0,0.0,0.0,0.0,0.9619,0.0381,0.632,1.0,2.2376,0.00025,0.0175,0.003,0.0018,872,3,Normal,normal
0.0,143.895,42.36,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0194,0.0921,0.0,0.0,0.0,0.0,0.0,0.9628,0.0372,0.218,1.0,0.3,0.00135,0.0015,0.0015,0.0009,872,4,Normal,normal
0.0,143.607,42.329,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0194,0.0921,0.0,0.0,0.0,0.0,0.0,0.9564,0.0436,0.275,1.0,1.3,0.00135,0.0065,0.0045,0.0021,872,5,Normal,normal
0.0,176.662,74.154,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.7862,0.071,0.0,0.0,0.0,0.0,0.0,0.9649,0.0351,-1.5,1.0,2.4369,0.0002,0.034,0.019,0.00417,873,1,Normal,normal
0.0,175.465,74.011,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.7862,0.071,0.0,0.0,0.0,0.0,0.0,0.9592,0.0408,0.628,1.0,2.3146,0.00075,0.0125,0.009,0.0014,873,2,Normal,normal
0.0,175.108,74.048,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.7862,0.071,0.0,0.0,0.0,0.0,0.0,0.962,0.038,0.63,1.0,2.0472,0.0001,0.0145,0.0075,0.0029,873,3,Normal,normal
0.0,174.755,74.05,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.7862,0.071,0.0,0.0,0.0,0.0,0.0,0.961,0.039,0.23,1.0,1.5,0.00125,0.0075,0.0005,0.0039,873,4,Normal,normal
0.0,174.485,74.052,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.7862,0.071,0.0,0.0,0.0,0.0,0.0,0.9563,0.0437,0.28,1.0,2.1,0.0,0.0105,0.0045,0.0029,873,5,Normal,normal
0.0,168.907,76.682,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4431,0.311,0.0,0.0,0.0,0.0,0.0,0.969,0.031,-1.504,1.0,2.2478,0.00265,0.016,0.012,0.00837,874,1,Normal,normal
0.0,167.635,76.558,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4431,0.311,0.0,0.0,0.0,0.0,0.0,0.9562,0.0438,0.646,1.0,2.3,0.00115,0.0115,0.0045,0.0076,874,2,Normal,normal
0.0,167.223,76.619,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4431,0.311,0.0,0.0,0.0,0.0,0.0,0.9598,0.0402,0.642,1.0,1.0,0.00105,0.005,0.0075,0.0092,874,3,Normal,normal
0.0,166.89,76.619,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4431,0.311,0.0,0.0,0.0,0.0,0.0,0.9659,0.0341,0.227,1.0,0.9,0.00155,0.0045,0.008,0.0031,874,4,Normal,normal
0.0,166.608,76.622,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.4431,0.311,0.0,0.0,0.0,0.0,0.0,0.9586,0.0414,0.288,1.0,1.3,0.0011,0.0065,0.0005,0.0024,874,5,Normal,normal
0.0,175.693,73.958,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.7086,0.2447,0.0,0.0,0.0,0.0,0.0,0.9644,0.0356,-1.531,1.0,2.2516,0.00025,0.0155,0.0165,0.00497,875,1,Normal,normal
0.0,174.56,73.78,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.7086,0.2447,0.0,0.0,0.0,0.0,0.0,0.9592,0.0408,0.646,1.0,1.8,0.0,0.009,0.006,0.00165,875,2,Normal,normal
0.0,174.14,73.851,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.7086,0.2447,0.0,0.0,0.0,0.0,0.0,0.9615,0.0385,0.649,1.0,1.9,0.00025,0.0095,0.01,0.0029,875,3,Normal,normal
